Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Stratford Ews,23872,E94334,-39.33546,174.30502,280,H,Niwa
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Surface Wind: Hourly
Station,Date(NZST),Time(NZST),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
23872,20221002,0200,320,1.9,47.0,0.8,1,H
23872,20221002,0300,1,2.8,21.0,0.7,1,H
23872,20221002,0400,1,3.1,18.0,0.7,1,H
23872,20221002,0500,358,2.4,20.0,0.5,1,H
23872,20221002,0600,350,2.7,17.0,0.7,1,H
23872,20221002,0700,339,2.9,15.0,0.7,1,H
23872,20221002,0800,334,3.7,19.0,0.9,1,H
23872,20221002,0900,314,3.7,16.0,1.1,1,H
23872,20221002,1000,313,2.7,20.0,0.8,1,H
23872,20221002,1100,333,2.6,22.0,0.8,1,H
23872,20221002,1200,336,2.5,24.0,0.8,1,H
23872,20221002,1300,335,3.0,19.0,0.8,1,H
23872,20221002,1400,317,3.3,18.0,0.9,1,H
23872,20221002,1500,330,3.3,20.0,0.8,1,H
23872,20221002,1600,338,3.8,18.0,0.9,1,H
23872,20221002,1700,339,3.8,17.0,0.9,1,H
23872,20221002,1800,339,3.6,18.0,0.8,1,H
23872,20221002,1900,342,3.6,16.0,0.8,1,H
23872,20221002,2000,342,3.8,14.0,0.9,1,H
23872,20221002,2100,346,3.5,16.0,0.8,1,H
23872,20221002,2200,347,3.1,17.0,0.7,1,H
23872,20221002,2300,345,3.0,16.0,0.7,1,H
23872,20221003,0000,348,2.5,18.0,0.6,1,H
23872,20221003,0100,347,2.5,17.0,0.7,1,H
23872,20221003,0200,354,2.3,19.0,0.6,1,H
23872,20221003,0300,347,2.4,17.0,0.6,1,H
23872,20221003,0400,345,2.9,18.0,0.7,1,H
23872,20221003,0500,342,2.8,15.0,0.7,1,H
23872,20221003,0600,341,3.1,16.0,0.7,1,H
23872,20221003,0700,344,3.1,16.0,0.7,1,H
23872,20221003,0800,346,3.0,17.0,0.8,1,H
23872,20221003,0900,344,3.4,17.0,0.8,1,H
23872,20221003,1000,348,3.9,21.0,1.0,1,H
23872,20221003,1100,351,4.1,22.0,1.2,1,H
23872,20221003,1200,351,4.7,22.0,1.2,1,H
23872,20221003,1300,358,4.3,22.0,1.4,1,H
23872,20221003,1400,10,5.2,22.0,1.6,1,H
23872,20221003,1500,9,5.2,23.0,1.6,1,H
23872,20221003,1600,3,4.9,24.0,1.4,1,H
23872,20221003,1700,318,6.1,18.0,1.7,1,H
23872,20221003,1800,321,5.3,16.0,1.4,1,H
23872,20221003,1900,336,4.2,18.0,1.2,1,H
23872,20221003,2000,340,4.1,17.0,1.1,1,H
23872,20221003,2100,328,4.0,20.0,1.2,1,H
23872,20221003,2200,298,3.5,19.0,1.3,1,H
23872,20221003,2300,329,3.0,17.0,0.9,1,H
23872,20221004,0000,324,2.6,23.0,0.8,1,H
23872,20221004,0100,346,2.3,15.0,0.5,1,H
23872,20221004,0200,327,2.5,16.0,0.6,1,H
23872,20221004,0300,334,2.2,16.0,0.5,1,H
23872,20221004,0400,336,2.4,14.0,0.5,1,H
23872,20221004,0500,3,2.0,18.0,0.3,1,H
23872,20221004,0600,5,1.6,22.0,0.4,1,H
23872,20221004,0700,35,1.9,11.0,0.2,1,H
23872,20221004,0800,29,1.1,17.0,0.5,1,H
23872,20221004,0900,188,1.4,43.0,0.7,1,H
23872,20221004,1000,214,2.1,28.0,0.6,1,H
23872,20221004,1100,178,2.3,25.0,0.7,1,H
23872,20221004,1200,165,2.4,35.0,0.9,1,H
23872,20221004,1300,106,1.8,43.0,0.9,1,H
23872,20221004,1400,116,2.2,45.0,1.0,1,H
23872,20221004,1500,134,3.0,34.0,1.2,1,H
23872,20221004,1600,142,3.5,25.0,1.2,1,H
23872,20221004,1700,115,2.2,49.0,1.0,1,H
23872,20221004,1800,61,1.9,65.0,1.0,1,H
23872,20221004,1900,18,1.3,44.0,0.7,1,H
23872,20221004,2000,97,0.5,43.0,0.3,1,H
23872,20221004,2100,165,0.9,67.0,0.7,1,H
23872,20221004,2200,246,1.5,22.0,0.5,1,H
23872,20221004,2300,213,1.4,68.0,0.6,1,H
23872,20221005,0000,134,1.7,81.0,1.2,1,H
23872,20221005,0100,89,2.2,78.0,1.2,1,H
23872,20221005,0200,209,1.2,79.0,0.7,1,H
23872,20221005,0300,126,1.2,75.0,0.6,1,H
23872,20221005,0400,44,1.2,67.0,0.8,1,H
23872,20221005,0500,160,2.1,60.0,1.4,1,H
23872,20221005,0600,158,2.3,48.0,1.1,1,H
23872,20221005,0700,243,2.0,38.0,0.8,1,H
23872,20221005,0800,231,2.5,53.0,1.5,1,H
23872,20221005,0900,225,3.4,33.0,1.4,1,H
23872,20221005,1000,223,3.2,41.0,1.3,1,H
23872,20221005,1100,198,2.6,50.0,1.3,1,H
23872,20221005,1200,185,2.7,47.0,1.3,1,H
23872,20221005,1300,126,7.2,16.0,2.4,1,H
23872,20221005,1400,100,10.6,18.0,2.3,1,H
23872,20221005,1500,68,9.6,12.0,2.1,1,H
23872,20221005,1600,53,7.9,13.0,2.0,1,H
23872,20221005,1700,51,6.5,17.0,1.8,1,H
23872,20221005,1800,61,4.6,18.0,1.6,1,H
23872,20221005,1900,67,3.9,24.0,1.7,1,H
23872,20221005,2000,80,3.2,23.0,1.1,1,H
23872,20221005,2100,91,3.0,43.0,1.9,1,H
23872,20221005,2200,97,3.2,31.0,1.8,1,H
23872,20221005,2300,116,2.6,49.0,2.4,1,H
23872,20221006,0000,61,3.2,30.0,1.6,1,H
23872,20221006,0100,123,2.1,43.0,1.5,1,H
23872,20221006,0200,124,1.1,41.0,0.7,1,H
23872,20221006,0300,67,3.9,19.0,1.5,1,H
23872,20221006,0400,80,3.1,24.0,1.3,1,H
23872,20221006,0500,334,2.3,47.0,0.9,1,H
23872,20221006,0600,310,1.8,46.0,0.9,1,H
23872,20221006,0700,359,2.3,23.0,0.7,1,H
23872,20221006,0800,5,3.1,17.0,0.9,1,H
23872,20221006,0900,358,3.2,18.0,0.9,1,H
23872,20221006,1000,342,4.5,18.0,1.4,1,H
23872,20221006,1100,347,3.0,22.0,0.9,1,H
23872,20221006,1200,340,3.3,32.0,1.1,1,H
23872,20221006,1300,2,4.0,24.0,1.3,1,H
23872,20221006,1400,7,4.5,24.0,1.3,1,H
23872,20221006,1500,1,4.8,23.0,1.4,1,H
23872,20221006,1600,7,5.3,21.0,1.7,1,H
23872,20221006,1700,11,4.8,23.0,1.4,1,H
23872,20221006,1800,358,3.4,21.0,1.2,1,H
23872,20221006,1900,6,1.8,16.0,0.4,1,H
23872,20221006,2000,62,1.5,27.0,0.5,1,H
23872,20221006,2100,93,1.9,15.0,0.7,1,H
23872,20221006,2200,89,2.4,8.0,0.5,1,H
23872,20221006,2300,88,2.7,8.0,0.5,1,H
23872,20221007,0000,92,2.4,10.0,0.7,1,H
23872,20221007,0100,83,2.3,11.0,0.6,1,H
23872,20221007,0200,85,2.4,15.0,0.5,1,H
23872,20221007,0300,80,2.4,9.0,0.5,1,H
23872,20221007,0400,74,2.1,8.0,0.3,1,H
23872,20221007,0500,83,2.2,8.0,0.3,1,H
23872,20221007,0600,83,2.4,9.0,0.4,1,H
23872,20221007,0700,74,1.4,33.0,0.6,1,H
23872,20221007,0800,250,1.0,42.0,0.5,1,H
23872,20221007,0900,309,1.8,26.0,0.6,1,H
23872,20221007,1000,321,3.0,25.0,1.0,1,H
23872,20221007,1100,352,3.2,32.0,1.2,1,H
23872,20221007,1200,355,3.4,31.0,1.1,1,H
23872,20221007,1300,351,3.6,29.0,1.1,1,H
23872,20221007,1400,1,3.8,28.0,1.1,1,H
23872,20221007,1500,12,4.0,23.0,1.1,1,H
23872,20221007,1600,9,4.4,28.0,1.1,1,H
23872,20221007,1700,2,4.2,27.0,1.2,1,H
23872,20221007,1800,349,4.0,23.0,1.1,1,H
23872,20221007,1900,356,2.9,24.0,0.7,1,H
23872,20221007,2000,13,2.6,15.0,0.4,1,H
23872,20221007,2100,23,2.6,15.0,0.5,1,H
23872,20221007,2200,31,2.3,14.0,0.6,1,H
23872,20221007,2300,48,2.0,15.0,0.4,1,H
23872,20221008,0000,47,2.0,14.0,0.3,1,H
23872,20221008,0100,52,2.0,10.0,0.4,1,H
23872,20221008,0200,47,1.1,23.0,0.3,1,H
23872,20221008,0300,95,0.7,13.0,0.3,1,H
23872,20221008,0400,110,1.1,16.0,0.2,1,H
23872,20221008,0500,123,1.0,22.0,0.3,1,H
23872,20221008,0600,141,1.3,19.0,0.4,1,H
23872,20221008,0700,173,1.7,16.0,0.5,1,H
23872,20221008,0800,186,2.7,13.0,0.6,1,H
23872,20221008,0900,189,3.3,17.0,1.0,1,H
23872,20221008,1000,177,3.8,24.0,1.3,1,H
23872,20221008,1100,178,4.9,24.0,1.6,1,H
23872,20221008,1200,172,4.2,29.0,1.7,1,H
23872,20221008,1300,175,4.9,25.0,1.8,1,H
23872,20221008,1400,170,4.3,29.0,1.7,1,H
23872,20221008,1500,169,3.7,33.0,1.5,1,H
23872,20221008,1600,160,3.2,35.0,1.4,1,H
23872,20221008,1700,164,2.7,35.0,1.3,1,H
23872,20221008,1800,173,2.0,26.0,1.0,1,H
23872,20221008,1900,188,2.1,12.0,0.4,1,H
23872,20221008,2000,189,2.0,8.0,0.3,1,H
23872,20221008,2100,191,2.2,8.0,0.3,1,H
23872,20221008,2200,190,2.1,8.0,0.3,1,H
23872,20221008,2300,189,2.0,8.0,0.4,1,H
23872,20221009,0000,172,1.3,18.0,0.5,1,H
23872,20221009,0100,140,0.9,35.0,0.3,1,H
23872,20221009,0200,156,1.0,25.0,0.3,1,H
23872,20221009,0300,161,1.1,23.0,0.4,1,H
23872,20221009,0400,140,1.0,29.0,0.3,1,H
23872,20221009,0500,111,0.8,12.0,0.4,1,H
23872,20221009,0600,138,0.7,29.0,0.3,1,H
23872,20221009,0700,177,0.6,18.0,0.2,1,H
23872,20221009,0800,190,1.0,14.0,0.3,1,H
23872,20221009,0900,201,1.8,17.0,0.6,1,H
23872,20221009,1000,187,3.2,21.0,1.1,1,H
23872,20221009,1100,178,3.9,27.0,1.4,1,H
23872,20221009,1200,173,3.7,26.0,1.3,1,H
23872,20221009,1300,173,4.3,28.0,1.7,1,H
23872,20221009,1400,167,3.5,36.0,1.6,1,H
23872,20221009,1500,166,3.5,31.0,1.5,1,H
23872,20221009,1600,173,4.3,26.0,1.6,1,H
23872,20221009,1700,168,3.5,33.0,1.8,1,H
23872,20221009,1800,171,3.3,25.0,1.2,1,H
23872,20221009,1900,176,2.2,19.0,0.7,1,H
23872,20221009,2000,168,1.3,29.0,0.6,1,H
23872,20221009,2100,185,0.9,26.0,0.5,1,H
23872,20221009,2200,184,0.6,39.0,0.4,1,H
23872,20221009,2300,187,0.7,39.0,0.5,1,H
23872,20221010,0000,113,0.8,44.0,0.6,1,H
23872,20221010,0100,161,1.1,39.0,0.6,1,H
23872,20221010,0200,182,2.5,18.0,0.8,1,H
23872,20221010,0300,178,2.9,20.0,1.0,1,H
23872,20221010,0400,173,2.8,26.0,1.0,1,H
23872,20221010,0500,178,3.0,20.0,1.1,1,H
23872,20221010,0600,193,3.3,15.0,0.8,1,H
23872,20221010,0700,200,3.0,15.0,0.9,1,H
23872,20221010,0800,198,3.9,15.0,1.1,1,H
23872,20221010,0900,191,4.4,16.0,1.2,1,H
23872,20221010,1000,187,5.7,17.0,1.6,1,H
23872,20221010,1100,183,5.8,21.0,1.7,1,H
23872,20221010,1200,180,5.2,22.0,1.7,1,H
23872,20221010,1300,174,4.6,27.0,1.8,1,H
23872,20221010,1400,176,5.2,24.0,1.7,1,H
23872,20221010,1500,177,5.5,23.0,1.7,1,H
23872,20221010,1600,176,4.7,23.0,1.6,1,H
23872,20221010,1700,175,4.6,23.0,1.5,1,H
23872,20221010,1800,174,3.5,24.0,1.3,1,H
23872,20221010,1900,181,1.2,25.0,0.7,1,H
23872,20221010,2000,172,1.5,26.0,0.9,1,H
23872,20221010,2100,173,2.2,22.0,0.7,1,H
23872,20221010,2200,179,2.6,18.0,0.9,1,H
23872,20221010,2300,181,2.9,18.0,0.9,1,H
23872,20221011,0000,173,3.6,23.0,1.2,1,H
23872,20221011,0100,176,4.9,23.0,1.5,1,H
23872,20221011,0200,173,5.6,23.0,1.7,1,H
23872,20221011,0300,176,5.0,29.0,2.0,1,H
23872,20221011,0400,187,5.1,20.0,1.5,1,H
23872,20221011,0500,190,5.5,16.0,1.4,1,H
23872,20221011,0600,176,4.8,29.0,1.9,1,H
23872,20221011,0700,177,5.0,25.0,1.8,1,H
23872,20221011,0800,176,4.8,26.0,1.6,1,H
23872,20221011,0900,159,3.9,33.0,1.7,1,H
23872,20221011,1000,157,3.9,34.0,1.8,1,H
23872,20221011,1100,166,4.7,27.0,1.7,1,H
23872,20221011,1200,170,4.3,24.0,1.4,1,H
23872,20221011,1300,170,4.0,24.0,1.4,1,H
23872,20221011,1400,168,2.7,28.0,1.1,1,H
23872,20221011,1500,162,2.2,32.0,1.0,1,H
23872,20221011,1600,174,3.4,25.0,1.4,1,H
23872,20221011,1700,172,3.2,26.0,1.1,1,H
23872,20221011,1800,170,2.6,25.0,1.0,1,H
23872,20221011,1900,141,1.3,43.0,0.7,1,H
23872,20221011,2000,34,1.5,36.0,0.6,1,H
23872,20221011,2100,8,1.5,23.0,0.5,1,H
23872,20221011,2200,344,1.5,31.0,0.7,1,H
23872,20221011,2300,340,1.1,25.0,0.5,1,H
23872,20221012,0000,10,1.2,17.0,0.4,1,H
23872,20221012,0100,337,1.2,36.0,0.3,1,H
23872,20221012,0200,296,1.1,18.0,0.4,1,H
23872,20221012,0300,333,1.3,17.0,0.4,1,H
23872,20221012,0400,3,1.7,26.0,0.4,1,H
23872,20221012,0500,17,1.6,16.0,0.4,1,H
23872,20221012,0600,18,1.7,13.0,0.4,1,H
23872,20221012,0700,360,1.5,25.0,0.4,1,H
23872,20221012,0800,346,1.4,23.0,0.4,1,H
23872,20221012,0900,353,0.9,50.0,0.4,1,H
23872,20221012,1000,290,0.8,48.0,0.3,1,H
23872,20221012,1100,237,0.7,52.0,0.4,1,H
23872,20221012,1200,189,1.8,25.0,0.7,1,H
23872,20221012,1300,206,1.8,32.0,0.8,1,H
23872,20221012,1400,161,1.1,53.0,0.5,1,H
23872,20221012,1500,354,1.2,83.0,0.7,1,H
23872,20221012,1600,220,1.3,21.0,0.5,1,H
23872,20221012,1700,225,0.9,25.0,0.5,1,H
23872,20221012,1800,103,1.8,63.0,1.0,1,H
23872,20221012,1900,24,1.3,16.0,0.7,1,H
23872,20221012,2000,42,1.0,13.0,0.5,1,H
23872,20221012,2100,74,0.6,21.0,0.5,1,H
23872,20221012,2200,176,0.3,38.0,0.5,1,H
23872,20221012,2300,161,0.5,40.0,0.5,1,H
23872,20221013,0000,118,0.2,0.0,0.3,1,H
23872,20221013,0100,118,0.5,0.0,0.4,1,H
23872,20221013,0200,59,0.5,49.0,0.4,1,H
23872,20221013,0300,356,0.6,29.0,0.3,1,H
23872,20221013,0400,17,1.0,19.0,0.5,1,H
23872,20221013,0500,14,0.6,23.0,0.4,1,H
23872,20221013,0600,357,0.9,23.0,0.3,1,H
23872,20221013,0700,333,1.2,29.0,0.3,1,H
23872,20221013,0800,325,1.1,42.0,0.3,1,H
23872,20221013,0900,343,1.4,27.0,0.5,1,H
23872,20221013,1000,332,2.3,20.0,0.6,1,H
23872,20221013,1100,336,2.4,25.0,0.7,1,H
23872,20221013,1200,340,2.8,24.0,0.7,1,H
23872,20221013,1300,349,3.4,27.0,0.9,1,H
23872,20221013,1400,341,3.3,21.0,0.9,1,H
23872,20221013,1500,324,4.5,19.0,1.2,1,H
23872,20221013,1600,320,4.3,18.0,1.2,1,H
23872,20221013,1700,324,3.7,17.0,1.1,1,H
23872,20221013,1800,335,3.3,17.0,0.8,1,H
23872,20221013,1900,342,3.3,22.0,0.9,1,H
23872,20221013,2000,343,3.3,21.0,0.9,1,H
23872,20221013,2100,350,3.2,24.0,0.8,1,H
23872,20221013,2200,352,3.2,23.0,0.6,1,H
23872,20221013,2300,350,3.1,25.0,0.7,1,H
23872,20221014,0000,340,3.1,15.0,0.7,1,H
23872,20221014,0100,349,2.5,22.0,0.5,1,H
23872,20221014,0200,344,2.3,17.0,0.5,1,H
23872,20221014,0300,343,2.6,18.0,0.5,1,H
23872,20221014,0400,351,2.5,24.0,0.4,1,H
23872,20221014,0500,348,2.5,21.0,0.5,1,H
23872,20221014,0600,346,2.8,21.0,0.6,1,H
23872,20221014,0700,343,3.0,18.0,0.7,1,H
23872,20221014,0800,339,3.3,22.0,0.9,1,H
23872,20221014,0900,315,3.3,23.0,0.9,1,H
23872,20221014,1000,298,3.6,21.0,1.1,1,H
23872,20221014,1100,292,4.2,21.0,1.3,1,H
23872,20221014,1200,287,3.8,23.0,1.2,1,H
23872,20221014,1300,291,3.0,31.0,1.0,1,H
23872,20221014,1400,312,2.6,29.0,1.1,1,H
23872,20221014,1500,325,4.2,19.0,1.0,1,H
23872,20221014,1600,317,4.5,18.0,1.1,1,H
23872,20221014,1700,322,3.7,19.0,1.1,1,H
23872,20221014,1800,326,3.3,20.0,0.8,1,H
23872,20221014,1900,339,2.8,18.0,0.6,1,H
23872,20221014,2000,350,2.3,21.0,0.6,1,H
23872,20221014,2100,6,2.0,20.0,0.5,1,H
23872,20221014,2200,344,1.4,27.0,0.4,1,H
23872,20221014,2300,355,0.9,27.0,0.3,1,H
23872,20221015,0000,19,0.4,40.0,0.2,1,H
23872,20221015,0100,354,0.5,43.0,0.3,1,H
23872,20221015,0200,253,0.8,18.0,0.3,1,H
23872,20221015,0300,263,0.7,17.0,0.4,1,H
23872,20221015,0400,296,0.9,24.0,0.3,1,H
23872,20221015,0500,3,0.8,30.0,0.3,1,H
23872,20221015,0600,10,1.0,19.0,0.4,1,H
23872,20221015,0700,286,0.6,18.0,0.3,1,H
23872,20221015,0800,284,1.0,22.0,0.5,1,H
23872,20221015,0900,277,1.1,66.0,0.5,1,H
23872,20221015,1000,242,1.6,44.0,0.6,1,H
23872,20221015,1100,278,1.3,39.0,0.5,1,H
23872,20221015,1200,275,1.2,37.0,0.7,1,H
23872,20221015,1300,300,1.5,48.0,0.6,1,H
23872,20221015,1400,284,1.6,51.0,0.6,1,H
23872,20221015,1500,300,1.2,68.0,0.5,1,H
23872,20221015,1600,294,1.9,27.0,0.7,1,H
23872,20221015,1700,332,2.3,25.0,0.8,1,H
23872,20221015,1800,338,2.7,21.0,0.8,1,H
23872,20221015,1900,328,2.1,20.0,0.6,1,H
23872,20221015,2000,344,1.4,21.0,0.4,1,H
23872,20221015,2100,27,1.4,16.0,0.4,1,H
23872,20221015,2200,28,1.5,15.0,0.3,1,H
23872,20221015,2300,18,1.7,17.0,0.5,1,H
23872,20221016,0000,20,2.8,15.0,0.5,1,H
23872,20221016,0100,16,2.3,21.0,0.6,1,H
23872,20221016,0200,2,2.1,29.0,0.5,1,H
23872,20221016,0300,355,1.9,25.0,0.5,1,H
23872,20221016,0400,357,1.9,20.0,0.5,1,H
23872,20221016,0500,356,2.0,21.0,0.5,1,H
23872,20221016,0600,348,1.8,23.0,0.4,1,H
23872,20221016,0700,358,2.0,25.0,0.7,1,H
23872,20221016,0800,2,3.3,26.0,1.3,1,H
23872,20221016,0900,360,3.5,26.0,1.1,1,H
23872,20221016,1000,352,3.9,24.0,1.1,1,H
23872,20221016,1100,352,4.2,26.0,1.2,1,H
23872,20221016,1200,4,4.4,25.0,1.2,1,H
23872,20221016,1300,9,4.7,25.0,1.2,1,H
23872,20221016,1400,10,4.9,23.0,1.6,1,H
23872,20221016,1500,4,5.3,25.0,1.5,1,H
23872,20221016,1600,1,5.4,27.0,1.5,1,H
23872,20221016,1700,360,4.3,26.0,1.3,1,H
23872,20221016,1800,2,2.6,27.0,1.0,1,H
23872,20221016,1900,18,3.7,17.0,1.2,1,H
23872,20221016,2000,82,2.8,63.0,1.6,1,H
23872,20221016,2100,106,1.3,49.0,0.7,1,H
23872,20221016,2200,316,1.6,89.0,0.8,1,H
23872,20221016,2300,182,1.2,62.0,0.6,1,H
23872,20221017,0000,130,1.4,42.0,0.5,1,H
23872,20221017,0100,224,1.3,89.0,0.9,1,H
23872,20221017,0200,199,1.3,63.0,0.7,1,H
23872,20221017,0300,154,1.5,43.0,0.6,1,H
23872,20221017,0400,151,1.4,62.0,0.5,1,H
23872,20221017,0500,337,1.2,50.0,0.6,1,H
23872,20221017,0600,261,0.9,37.0,0.5,1,H
23872,20221017,0700,253,1.0,28.0,0.6,1,H
23872,20221017,0800,281,2.2,19.0,0.8,1,H
23872,20221017,0900,350,1.7,31.0,0.6,1,H
23872,20221017,1000,354,2.1,29.0,0.6,1,H
23872,20221017,1100,312,2.5,83.0,1.5,1,H
23872,20221017,1200,186,2.8,61.0,1.2,1,H
23872,20221017,1300,216,3.0,33.0,1.3,1,H
23872,20221017,1400,221,3.4,36.0,1.6,1,H
23872,20221017,1500,226,3.6,28.0,1.6,1,H
23872,20221017,1600,211,2.6,39.0,1.2,1,H
23872,20221017,1700,234,3.2,24.0,1.1,1,H
23872,20221017,1800,245,3.0,19.0,1.0,1,H
23872,20221017,1900,242,2.1,21.0,0.8,1,H
23872,20221017,2000,265,1.3,27.0,0.7,1,H
23872,20221017,2100,336,0.9,45.0,0.5,1,H
23872,20221017,2200,285,0.7,33.0,0.5,1,H
23872,20221017,2300,262,0.8,33.0,0.5,1,H
23872,20221018,0000,194,1.1,70.0,0.5,1,H
23872,20221018,0100,95,1.5,15.0,0.4,1,H
23872,20221018,0200,159,0.8,72.0,0.4,1,H
23872,20221018,0300,72,1.1,39.0,0.6,1,H
23872,20221018,0400,153,1.4,27.0,0.6,1,H
23872,20221018,0500,152,1.5,30.0,0.5,1,H
23872,20221018,0600,149,1.7,32.0,0.7,1,H
23872,20221018,0700,160,1.2,45.0,0.6,1,H
23872,20221018,0800,291,1.2,76.0,0.7,1,H
23872,20221018,0900,248,2.5,28.0,0.8,1,H
23872,20221018,1000,252,3.0,22.0,0.8,1,H
23872,20221018,1100,237,3.1,25.0,1.0,1,H
23872,20221018,1200,218,2.5,45.0,1.2,1,H
23872,20221018,1300,203,3.2,44.0,1.5,1,H
23872,20221018,1400,207,3.3,44.0,1.4,1,H
23872,20221018,1500,211,3.4,39.0,1.5,1,H
23872,20221018,1600,203,3.2,42.0,1.5,1,H
23872,20221018,1700,209,2.5,41.0,1.2,1,H
23872,20221018,1800,159,2.5,55.0,1.4,1,H
23872,20221018,1900,99,3.7,22.0,1.6,1,H
23872,20221018,2000,107,4.7,16.0,1.6,1,H
23872,20221018,2100,107,4.7,14.0,1.3,1,H
23872,20221018,2200,113,4.5,13.0,1.2,1,H
23872,20221018,2300,114,4.1,12.0,0.8,1,H
23872,20221019,0000,113,3.7,13.0,1.0,1,H
23872,20221019,0100,113,5.0,12.0,1.0,1,H
23872,20221019,0200,115,4.5,12.0,1.1,1,H
23872,20221019,0300,114,4.3,11.0,1.0,1,H
23872,20221019,0400,110,4.1,15.0,1.2,1,H
23872,20221019,0500,118,3.8,14.0,1.2,1,H
23872,20221019,0600,134,2.1,20.0,0.6,1,H
23872,20221019,0700,114,3.0,16.0,0.9,1,H
23872,20221019,0800,95,2.9,28.0,1.6,1,H
23872,20221019,0900,108,5.1,18.0,1.8,1,H
23872,20221019,1000,110,5.6,16.0,1.7,1,H
23872,20221019,1100,107,5.3,19.0,1.7,1,H
23872,20221019,1200,105,5.6,21.0,1.7,1,H
23872,20221019,1300,108,6.0,19.0,1.8,1,H
23872,20221019,1400,109,6.2,19.0,1.6,1,H
23872,20221019,1500,112,6.2,17.0,1.8,1,H
23872,20221019,1600,106,5.1,19.0,1.5,1,H
23872,20221019,1700,103,5.8,20.0,1.7,1,H
23872,20221019,1800,102,5.8,21.0,1.7,1,H
23872,20221019,1900,116,4.5,14.0,1.4,1,H
23872,20221019,2000,105,4.7,16.0,1.4,1,H
23872,20221019,2100,140,4.1,51.0,2.3,1,H
23872,20221019,2200,118,2.8,39.0,1.2,1,H
23872,20221019,2300,142,2.3,29.0,0.9,1,H
23872,20221020,0000,152,2.5,41.0,1.3,1,H
23872,20221020,0100,157,1.8,36.0,1.1,1,H
23872,20221020,0200,121,3.7,16.0,1.2,1,H
23872,20221020,0300,121,4.4,14.0,1.2,1,H
23872,20221020,0400,122,2.9,14.0,0.8,1,H
23872,20221020,0500,122,3.3,16.0,1.0,1,H
23872,20221020,0600,135,3.0,16.0,1.1,1,H
23872,20221020,0700,119,3.4,19.0,1.0,1,H
23872,20221020,0800,115,3.8,18.0,1.3,1,H
23872,20221020,0900,118,4.9,18.0,1.6,1,H
23872,20221020,1000,125,5.2,20.0,1.6,1,H
23872,20221020,1100,125,6.1,19.0,1.6,1,H
23872,20221020,1200,120,6.0,17.0,1.7,1,H
23872,20221020,1300,132,5.6,18.0,1.6,1,H
23872,20221020,1400,142,3.5,27.0,1.7,1,H
23872,20221020,1500,181,2.1,69.0,1.0,1,H
23872,20221020,1600,144,3.9,59.0,2.2,1,H
23872,20221020,1700,123,4.6,27.0,1.7,1,H
23872,20221020,1800,274,2.0,89.0,1.1,1,H
23872,20221020,1900,86,3.2,72.0,1.9,1,H
23872,20221020,2000,112,4.4,21.0,1.5,1,H
23872,20221020,2100,112,4.9,16.0,1.4,1,H
23872,20221020,2200,112,5.7,16.0,1.4,1,H
23872,20221020,2300,112,6.2,12.0,1.3,1,H
23872,20221021,0000,122,4.4,17.0,1.4,1,H
23872,20221021,0100,110,4.5,15.0,1.2,1,H
23872,20221021,0200,110,5.8,13.0,1.4,1,H
23872,20221021,0300,110,5.1,12.0,1.1,1,H
23872,20221021,0400,103,4.1,19.0,1.2,1,H
23872,20221021,0500,78,3.7,26.0,1.1,1,H
23872,20221021,0600,58,3.5,17.0,1.3,1,H
23872,20221021,0700,42,4.5,18.0,1.4,1,H
23872,20221021,0800,43,4.0,17.0,1.0,1,H
23872,20221021,0900,46,4.1,18.0,1.1,1,H
23872,20221021,1000,39,3.7,18.0,1.2,1,H
23872,20221021,1100,32,4.2,19.0,1.2,1,H
23872,20221021,1200,41,4.9,21.0,1.4,1,H
23872,20221021,1300,48,5.0,17.0,1.3,1,H
23872,20221021,1400,30,4.5,25.0,1.2,1,H
23872,20221021,1500,32,4.3,21.0,1.2,1,H
23872,20221021,1600,35,4.3,21.0,1.3,1,H
23872,20221021,1700,50,4.7,17.0,1.3,1,H
23872,20221021,1800,48,5.4,16.0,1.4,1,H
23872,20221021,1900,50,3.5,17.0,1.1,1,H
23872,20221021,2000,69,2.9,12.0,0.6,1,H
23872,20221021,2100,76,2.4,12.0,0.5,1,H
23872,20221021,2200,68,2.3,14.0,0.5,1,H
23872,20221021,2300,66,2.6,15.0,0.7,1,H
23872,20221022,0000,58,2.1,15.0,0.5,1,H
23872,20221022,0100,55,2.1,13.0,0.5,1,H
23872,20221022,0200,73,2.1,17.0,0.4,1,H
23872,20221022,0300,85,2.2,12.0,0.4,1,H
23872,20221022,0400,86,2.1,12.0,0.3,1,H
23872,20221022,0500,78,1.3,20.0,0.4,1,H
23872,20221022,0600,60,1.3,15.0,0.4,1,H
23872,20221022,0700,52,1.3,26.0,0.3,1,H
23872,20221022,0800,356,2.0,27.0,0.8,1,H
23872,20221022,0900,336,2.5,27.0,0.7,1,H
23872,20221022,1000,1,2.3,37.0,0.7,1,H
23872,20221022,1100,18,3.0,29.0,0.9,1,H
